theta,int
8.71,-0.00860237902651276
8.736,-0.0033739311266859345
8.762,-0.004952462679459593
8.788,-0.006053727149778434
8.814,0.0004034296219002016
8.84,0.0011773847521486024
8.866,-0.0019378791086711296
8.892,0.0019366196210710636
8.918,0.00232469923784535
8.944,-0.004930264210508218
8.97,-0.00672542763049544
8.996,-0.002729073475445605
9.022,0.002079650181655004
9.048,-0.002954836627759737
9.074,-0.005558984676872518
9.1,-0.0012309129751519687
9.126,0.0
9.152,0.0025378675141586385
9.178,0.0061013515246565115
9.204,0.006994170797162277
9.23,0.008597813383962516
9.256,0.010536558390358705
9.282,0.014259131428341416
9.308,0.013855544370491236
9.334,0.011058852154516373
9.36,0.011487943836268182
9.386,0.01169024903203088
9.412,0.002147505076109277
9.438,0.0021737968797609338
9.464,0.005639119575427559
9.49,0.005029055269139435
9.516,-0.0013048291536815744
9.542,-0.0007674215383229501
9.568,0.00019648006561228803
9.594,0.0010859144651928449
9.62,-0.00646990908362951
9.646,-0.004158828055459942
9.672,0.0018079157319380256
9.698,0.0012283152819768171
9.724,0.002016203493801087
9.75,0.0015686130879231212
9.776,-0.00011107106273198728
9.802,-0.0013067183850817342
9.828,-0.0030033269003627763
9.854,-0.004209128841488191
9.88,-0.0019318965425707522
9.906,0.004390258901974526
9.932,0.007297077564981271
9.958,0.005938956342221245
9.984,0.005227345848176807
10.01,0.004532659718758359
10.036,0.003851513081040792
10.062,0.003698406619656203
10.088,0.004567531781685555
10.114,0.0017031421072064925
10.14,-0.004711979265819548
10.166,-0.003473902954942163
10.192,0.002729781937220658
10.218,0.002833925818152158
10.244,0.0
10.27,0.0004181498832261445
10.296,-0.00295475790978472
10.322,-0.002743085274996525
10.348,-0.0013263978788329235
10.374,-0.001537834359696119
10.4,0.002786458879224189
10.426,0.004704107468319086
10.452,0.0032639621156040667
10.478,0.0013702437909106713
10.504,-0.003011356133813262
10.53,-0.003348032912909311
10.556,0.0005463814645091559
10.582,-0.0001287826071080249
10.608,-0.0019243396169702932
10.634,0.001002001103837638
10.66,-1.5035133225958857e-5
10.686,-0.0031205379651450863
10.712,-0.002299588203818773
10.738,0.0007282987047455405
10.764,-0.005816235019188635
10.79,-0.000280157273042529
10.816,-0.0023871225920242315
10.842,0.001351587630834521
10.868,3.6682576352295756e-5
10.894,-0.0014542358702409287
10.92,-0.0030670097421417533
10.946,-0.0031464361789217098
10.972,-0.002944918162909095
10.998,0.00033344934212083523
11.024,2.385154642648341e-5
11.05,-0.002658542169841194
11.076,-0.0016141907954509277
11.102,-0.001256968624878599
11.128,-0.0026260316461641942
11.154,-0.0028848563479803697
11.18,-0.00034100626772132366
11.206,0.005980361997073884
11.232,0.004022331086801438
11.258,0.014601869491512882
11.284,0.021051862927466122
11.31,0.013014600243513648
11.336,0.011625227984676786
11.362,0.0
11.388,0.00046766736088005555
11.414,0.002265589781368286
11.44,-0.004104186166679121
11.466,0.000753661378200396
11.492,-0.00019354814365801014
11.518,-0.005750954589654644
11.544,-0.0005478500064035349
11.57,-0.0065791386619297775
11.596,-0.007022002117931643
11.622,-0.0015074892255610454
11.648,-0.007518468643536039
11.674,0.0030327351615494365
11.7,-0.0016006009758644329
11.726,0.004925988921144427
11.752,0.015023619754251531
11.778,0.01710587150045753
11.804,0.015904796509208265
11.83,0.014280612402307545
11.856,0.010266708010207426
11.882,0.014234333975756294
11.908,0.014901708839223805
11.934,0.016804562320393623
11.96,0.020233993490833876
11.986,0.02629008605123828
12.012,0.033615505958597074
12.038,0.04163482481562435
12.064,0.0494747454076152
12.09,0.05917296123554723
12.116,0.07267915910434235
12.142,0.09170608471415792
12.168,0.13051759257183507
12.194,0.19526399678248357
12.22,0.30564525777083545
12.246,0.49312376937673263
12.272,0.7431919662427164
12.298,0.9536639196295748
12.324,1.0
12.35,0.8140559456236253
12.376,0.5338905685010599
12.402,0.3111732546651868
12.428,0.17814153385572062
12.454,0.1071071455444304
12.48,0.06921404804388748
12.506,0.048942598991995864
12.532,0.03654774923707168
12.558,0.028387375511587435
12.584,0.021851740790204625
12.61,0.01832187322640977
12.636,0.016470902633519836
12.662,0.015466150271932844
12.688,0.014085677015647429
12.714,0.014790285481292301
12.74,0.018683444242486483
12.766,0.018981867957105956
12.792,0.01769278626980122
12.818,0.013645033148448954
12.844,0.007938692293743025
12.87,0.0042294264649119515
12.896,0.0037797932630596626
12.922,0.0027784257743978698
12.948,0.0
12.974,-0.00020727730931116732
13.0,-0.0010306014910107803
13.026,-0.008501816097826092
13.052,-0.006495386514048824
13.078,-0.0034362614505307433
13.104,0.0007737204075592833
13.13,0.0012806512854677823
13.156,-0.0011267934252309059
13.182,-0.002674480412925854
13.208,0.00337348744355408
13.234,0.007150205567217016
13.26,0.0034091209239849618
13.286,0.0024436320794264015
13.312,0.00784170433426567
13.338,0.010789128591251803
13.364,0.010043656486832028
13.39,0.009460658282822344
13.416,0.004358854723655253
13.442,0.006889939610840287
13.468,0.0030506936527770825
13.494,-0.0012218160397132161
13.52,-0.0034769414687773714
13.546,-0.007069091703300149
13.572,-0.005715942594088722
13.598,-0.005862292190746041
13.624,-0.0020991135587839576
13.65,-0.008429625989802883
13.676,-0.0039623937893968056
13.702,-0.00990364583401641
13.728,-0.006983300560432073
13.754,0.0003204551513013681
13.78,-0.006575331058227907
13.806,-0.0070838620578828684
13.832,-0.005287294595468721
13.858,-0.00213000821711953
13.884,-0.0021612721343196675
13.91,0.002211183624180486
13.936,-0.0001387182467895785
13.962,0.004883633113351196
13.988,0.013747815243607232
14.014,0.03537296830191102
14.04,0.05233038159634786
14.066,0.07976059172138977
14.092,0.12534726021726644
14.118,0.16200124906350968
14.144,0.19089033941931782
14.17,0.18130696410717034
14.196,0.1287898606116388
14.222,0.08069678602935915
14.248,0.036489545565222097
14.274,0.01602380379851952
14.3,0.008633826141909311
14.326,0.0052549229016749
14.352,0.0035515317594202044
14.378,0.0
14.404,0.0002981049713436252
14.43,0.0007485292243218035
14.456,0.005013705264013442
14.482,0.003395972159687303
14.508,-0.001122597041545204
14.534,-0.0038336441007146473
14.56,-0.00723182036370213
14.586,-0.00016058466901003372
14.612,0.0018604206212663225
14.638,-0.0024076679835005077
14.664,-0.0038358482040147927
14.69,-0.0038626910334915066
14.716,-0.0010090070036131151
14.742,-6.439130355402802e-5
14.768,-0.0012691699110043459
14.794,-0.0018612865189913518
14.82,-0.0002701600902168963
14.846,-0.0043453109382466885
14.872,-0.00804135601865276
14.898,-0.007766945157785606
14.924,-0.004683089768992811
14.95,-0.006243280033590351
14.976,-0.004151192411884526
15.002,-0.002962865861210223
15.028,-0.004617832567713704
15.054,-0.004021858778951479
15.08,-0.0029553876535847834
15.106,-0.00410600829423171
15.132,-0.0036081958203005885
15.158,-0.0029005212250063613
15.184,-0.007906512127469314
15.21,-0.007980743177898956
15.236,-0.0015424787202214406
15.262,-0.0006418663681901412
15.288,-0.003092278212118341
15.314,-0.0029803412516613242
15.34,-0.004442370201427753
15.366,-0.006256425935416165
15.392,-0.002546369055459208
15.418,-0.0015002071676438057
15.444,-0.0028234563274765305
15.47,-0.0005553553136597215
15.496,0.0
15.522,-0.002133647289987761
15.548,-0.004077741696163617
15.574,-0.002806206823388497
15.6,-0.0033083453634242354
15.626,-0.003394144533658959
15.652,0.00041604503302490684
15.678,0.0017485076184538908
15.704,0.0011414380177365783
15.73,0.004531903341694191
15.756,0.01153402807685259
15.782,0.018610620016365643
15.808,0.030114625742055524
15.834,0.04333137716790259
15.86,0.05271645244240983
15.886,0.06174273118684463
15.912,0.05188480388152418
15.938,0.039616847053452725
15.964,0.025097949730115802
15.99,0.013483273376610318
16.016,0.00825923710590436
16.042,0.006017273882309907
16.068,0.002319815300874369
16.094,0.004532344846858353
16.12,0.003630791301647664
16.146,0.0013414398571001789
16.172,-0.0015199551118080831
16.198,-0.0013552736855771369
16.224,-0.0009367267899552925
16.25,-0.005091143216294378
16.276,0.0034375592081344257
16.302,-0.001082423494127446
16.328,-0.002187069414850859
16.354,-0.0008410673377210763
16.38,-0.004403131002148128
16.406,-0.009938575581973553
16.432,-0.005458181176097774
16.458,-0.003966629563183884
16.484,-0.001127898526035715
16.51,-0.0009056742600761781
16.536,-0.0011539473307210456
16.562,0.0005610058952568236
16.588,-0.004321158210002779
16.614,0.0012863988799684612
16.64,0.0014713895437506567
16.666,0.001998252372979266
16.692,0.0
16.718,-0.0037551622796347674
16.744,-0.0019523632160720421
16.77,-0.0026239062608390653
16.796,-0.00032014600434502905
16.822,-0.0006802807399925585
16.848,0.0004827773407051715
16.874,-0.0006389538031149422
16.9,-0.00023072238473947126
16.926,0.0016837774853552282
16.952,0.008174625550336071
16.978,0.0014272356048142495
17.004,0.002800155806875062
17.03,0.0053137781847322095
17.056,0.0042597444994163115
17.082,0.008174704268311064
17.108,0.007384690671161672
17.134,-0.0008858920907053871
17.16,0.0035469532357467397
17.186,0.005786400906661744
17.212,0.008256019936491136
17.238,0.009503699840319136
17.264,0.01534803717658451
17.29,0.018548788758259646
17.316,0.021245194274078217
17.342,0.020485644533255694
17.368,0.024146738832759577
17.394,0.02324163955615299
17.42,0.025748492188159743
17.446,0.027114642644370184
17.472,0.02463219258461495
17.498,0.02412989318610858
17.524,0.020679369469742824
17.55,0.015644725224378066
17.576,0.012613925750738617
17.602,0.01195592219767248
17.628,0.008420776658176431
17.654,0.006104185371756601
17.68,0.005686507796380486
17.706,0.004026581857451743
17.732,0.002092481211580818
17.758,0.004853199312978383
17.784,0.003795780754737273
17.81,0.0
17.836,0.004617360259863677
17.862,0.004627908468514311
17.888,0.003937787981646209
17.914,0.007221508308976475
17.94,0.00555992929257257
17.966,0.005915734539594824
17.992,0.007517173023094951
18.018,0.01004268181517785
18.044,0.009606426797700584
18.07,0.00635057263352201
18.096,0.008666219304241789
18.122,0.010291351898218396
18.148,0.005295673050481085
18.174,0.0023072238473942487
18.2,0.004297922717293692
18.226,0.0012654701661791075
18.252,-0.0018482193351405723
18.278,-0.0040750721300547785
18.304,-6.698899672917988e-5
18.33,0.00028881625029304525
18.356,-0.004317602211044915
18.382,-0.006913406154807225
18.408,-0.0011722680837732884
18.434,-0.0018522339518658
18.46,-0.005588740071424418
18.486,-0.0036115806932258006
18.512,-0.0049143631795572395
18.538,-0.00520845353417565
18.564,-0.004659710530416336
18.59,-0.002235747926089789
18.616,0.0012510647767532117
18.642,-0.0031421066902964354
18.668,-0.0016219051570013968
18.694,-0.0033985698528624817
18.72,-0.006380249310098882
18.746,-0.004778810826598754
18.772,-0.0027508783545219804
18.798,-0.009828254051264453
18.824,-0.005782937315761539
18.85,-0.006804775349300413
18.876,-0.005948008909346875
18.902,-0.005605743154025468
18.928,0.0
18.954,-0.003975493891673562
18.98,-0.0045762694769110775
19.006,-0.0013013655627813628
19.032,-0.0011100808835194068
19.058,-0.0024622982581539335
19.084,-0.0077172741155574695
19.11,-0.0033287470090331305
19.136,-0.00411907547808253
19.162,-0.0003533649897971109
19.188,-0.0043119345168445644
19.214,-0.010683918439567952
19.24,-0.006576335785836143
19.266,-0.00294263534163399
19.292,-0.0024602515908037944
19.318,-0.0013888999509868217
19.344,-0.0019524419340470624
19.37,-0.005751922433609546
19.396,-0.004006981081675479
19.422,-0.005839850411690089
19.448,-0.005455627975691057
19.474,-0.006415200091001038
19.5,-0.0028322727406770555
19.526,-0.0035650583699978634
19.552,-0.0026527957576658436
19.578,-0.0027593798958225196
19.604,0.002048871453428066
19.63,-0.005849690158565718
19.656,-0.003837343845539899
19.682,-0.003608825564100635
19.708,-0.0029335040565333873
19.734,-6.47848934290332e-5
19.76,-0.004067357768504269
19.786,-0.003981004149923859
19.812,0.0010980370333436662
19.838,0.0017564341762848288
19.864,-0.0021885958590618024
19.89,-0.00609977716515631
19.916,-0.00468655335989298
19.942,-0.0018889165282180644
19.968,-0.0014606907441912982
19.994,0.000609198408563101
20.02,-0.0011119701149195054
20.046,0.0
20.072,0.0022390622384111216
20.098,0.0014994363026359576
20.124,0.0019479007636101148
20.15,0.0018073973355974642
20.176,0.0012640940294845805
20.202,0.0023590692191741997
20.228,-0.00014407551063622852
20.254,0.00062256700530784
20.28,0.0021474210564992975
20.306,0.001028689353100439
20.332,-0.0006350068912574721
20.358,0.0014449663196687106
20.384,0.004824730733876092
20.41,0.004355894632117892
20.436,0.004178157601927923
20.462,0.004179818836774069
20.488,0.00460797406019698
20.514,0.004183141306466531
20.54,0.002015098996252081
20.566,0.0006052682212850751
20.592,0.0003767580972169088
20.618,0.00524925147144262
20.644,0.00731907006359313
20.67,0.005976936747130333
20.696,0.008253232587718786
20.722,0.009950715158096018
20.748,0.01162450361799677
20.774,0.007012583055779552
20.8,0.004407892138212822
20.826,0.005276080841913209
20.852,0.005220199237030791
20.878,0.0071140044370703315
20.904,0.008882569338877008
20.93,0.0040912505116235745
20.956,0.009935202415385036
20.982,0.011835777361274967
21.008,0.004471955110860704
21.034,0.00931736950168474
21.06,0.010063702780077474
21.086,0.016219062992958437
21.112,0.01937881066702709
21.138,0.02788327269000488
21.164,0.03410971523431532
21.19,0.04460764827437206
21.216,0.055089898490659824
21.242,0.06489855899483046
21.268,0.08428979475027519
21.294,0.09278173968653852
21.32,0.08644794121037497
21.346,0.06850741347366081
21.372,0.05235071376853314
21.398,0.034237557512633174
21.424,0.021117088821420337
21.45,0.015615969084858848
21.476,0.017920366313835343
21.502,0.013079296797690118
21.528,0.01288227293493523
21.554,0.011730714907270665
21.58,0.008033732439846966
21.606,0.0061375023686358115
21.632,0.007341815896918531
21.658,0.003905468644736127
21.684,0.00824078962883959
21.71,0.0067135107064765715
21.736,0.00370365744287083
21.762,0.004819964275098014
21.788,0.004430002655606062
21.814,-0.00023166859550293492
21.84,0.004516606885476369
21.866,0.004526060271159354
21.892,0.008089630228314604
21.918,0.0047717535285146054
21.944,0.005583421797472812
21.97,0.00499036780246813
21.996,0.008993971239900889
22.022,0.006529082517254218
22.048,0.0016101609238290888
22.074,0.0036268439541625656
22.1,0.004347120654140025
22.126,0.009000619693213415
22.152,0.005371334684293947
22.178,0.0034886441047836405
22.204,0.005136375986269115
22.23,0.002312690733550013
22.256,0.003720096637345396
22.282,-0.002342912004801199
22.308,-0.0010776707638646596
22.334,-0.0055633286228626315
22.36,-0.0022874728643504437
22.386,0.0
22.412,-0.002911083126458954
22.438,-0.0033647485092143264
22.464,-0.004387072543405216
22.49,-0.006089756035563623
22.516,-0.0074641068539766054
22.542,-0.007900847872105937
22.568,-0.003101190474932827
22.594,-0.007945036041687685
22.62,-0.008171914938453827
22.646,-0.007522111747590197
22.672,-0.0069637001257072785
22.698,-0.00726504622682811
22.724,-0.005288372849281526
22.75,-0.0078169653351916
22.776,-0.010186468793616697
22.802,-0.006835537008434197
22.828,-0.008531450754742249
22.854,-0.009682399960091162
22.88,-0.009066445498479648
22.906,-0.007604272805565194
22.932,-0.006406120200817281
22.958,-0.009936635072589996
22.984,-0.011635933691823325
23.01,-0.010390392866122417
23.036,-0.009818441752538652
23.062,-0.011355266471361758
23.088,-0.009358283856263869
23.114,-0.005902421010399775
23.14,-0.006738577033704077
23.166,-0.004183090385946306
23.192,-0.0028089243890873617
23.218,-0.005330747129146973
23.244,-0.0028666520503699464
23.27,-0.00014869150220200923
23.296,0.004735587718101342
23.322,0.013285684316408884
23.348,0.014060727805505376
23.374,0.01982507398636376
23.4,0.03028423891449065
23.426,0.034911267792477864
23.452,0.0352395080554465
23.478,0.040746603893988556
23.504,0.04508253370040774
23.53,0.039967898299636095
23.556,0.039795177369673404
23.582,0.04267131214835309
23.608,0.04147869669364944
23.634,0.05046439412505746
23.66,0.06227307557609163
23.686,0.07641054959967139
23.712,0.08343302073445633
23.738,0.07904508523835327
23.764,0.0731847300197828
23.79,0.06583164584119401
23.816,0.06089536093120632
23.842,0.06111085261339071
23.868,0.05779592183457972
23.894,0.06297702209804955
23.92,0.06695649247306926
23.946,0.07265547829409645
23.972,0.07372734282635972
23.998,0.09017668505785902
24.024,0.10302790736985835
24.05,0.10178451882127654
24.076,0.10394969730838283
24.102,0.09676924164898017
24.128,0.08431515397209748
24.154,0.07461296798341183
24.18,0.06381408316695762
24.206,0.05325213945526856
24.232,0.05455756021937109
24.258,0.042198248984394324
24.284,0.03746844132284454
24.31,0.030697555287392292
24.336,0.03614944538487925
24.362,0.031321476408498264
24.388,0.030633207019651217
24.414,0.029941552757878957
24.44,0.03185963552144485
24.466,0.03113751740334573
24.492,0.024072147423399998
24.518,0.016424579300317866
24.544,0.012151729483671754
24.57,0.009581470748407017
24.596,0.004262695197870513
24.622,0.0
24.648,0.002682159202300515
24.674,-0.003805302349797263
24.7,0.0030165564400370434
24.726,-0.007245038423671673
24.752,-0.006451638313639235
24.778,-0.0032245145703796775
24.804,-0.001699981908501559
24.83,-0.006792875815412165
24.856,-0.006723838511375048
24.882,-0.010665875623713695
24.908,-0.011195960827439034
24.934,-0.009986221347605568
24.96,-0.009957802518670957
24.986,-0.010609743147703913
25.012,-0.013712331774590079
25.038,-0.009422357932814044
25.064,-0.004211698655380483
25.09,-0.0048128661905352315
25.116,0.0033358627859819776
25.142,0.003293199283487115
25.168,0.0029188182343215345
25.194,0.007570973479095219
25.22,0.012131737154888151
25.246,0.009073151876029735
25.272,0.0017970149323576605
25.298,0.0037988146766906304
25.324,0.0021855701368975887
25.35,-0.0010253344235953326
25.376,-0.001365866743508824
25.402,0.002311445098803865
25.428,0.0030540721149581174
25.454,0.009848851921390707
25.48,0.022164359468843483
25.506,0.03239140042144066
25.532,0.043275106721529025
25.558,0.06430327717847635
25.584,0.08327682976982025
25.61,0.10258209990783522
25.636,0.11726024875708556
25.662,0.11746468097813105
25.688,0.10699660886598464
25.714,0.08599142733765414
25.74,0.06210910382289376
25.766,0.0492343870609219
25.792,0.03534420842138621
25.818,0.014677514185576937
25.844,0.005119972890312256
25.87,0.0
25.896,-0.0026433496006652854
25.922,-0.005476252085142367
25.948,-0.009375389541061135
25.974,-0.010234911110139872
26.0,-0.009757407873760022
26.026,-0.01244476082245303
26.052,-0.013690157905005926
26.078,-0.014454903032178702
26.104,-0.015683375750105474
26.13,-0.018908923493907166
26.156,-0.016190634381037187
26.182,-0.016078697420580226
26.208,-0.011491958452993441
26.234,-0.010831672078652162
26.26,-0.013684883800680574
26.286,-0.01753324816272117
26.312,-0.018287838671118346
26.338,-0.019164284604823143
26.364,-0.01825690250694138
26.39,-0.014932721140458561
26.416,-0.0191737307618237
26.442,-0.021055483954316345
26.468,-0.020070249779154788
26.494,-0.022019700430151633
26.52,-0.022865682507529524
26.546,-0.018817138335051418
26.572,-0.018109463739757175
26.598,-0.02167011390315478
26.624,-0.020617182269488957
26.65,-0.01773641925620886
26.676,-0.010414702965051087
26.702,-0.018836030649052607
26.728,-0.017695092319331248
26.754,-0.015694396266606202
26.78,-0.012668083717542003
26.806,-0.013057107950016293
26.832,-0.013067026414866914
26.858,-0.012420279532226481
26.884,-0.009681681181805306
26.91,-0.01047689016530499
26.936,-0.006624668622489158
26.962,-0.0023087194889193454
26.988,0.0
27.014,0.0064339526308342145
27.04,0.004050311291492171
27.066,0.016526262093829153
27.092,0.022151230095537756
27.118,0.03203436823716261
27.144,0.043843499073232865
27.17,0.06338706454341184
27.196,0.08636289115975505
27.222,0.10559504832081454
27.248,0.11345403245316268
27.274,0.11822939735064338
27.3,0.11880751982086132
27.326,0.09849759146959873
27.352,0.0831092683515935
27.378,0.0687431768570025
27.404,0.05768072133741771
27.43,0.04690936488940145
27.456,0.04066019866946757
27.482,0.0388587554732621
27.508,0.04138656474840194
27.534,0.04460150322736007
27.56,0.04207569722515897
27.586,0.04812377434251923
27.612,0.05443248667512044
27.638,0.058693350887968974
27.664,0.0664034006116078
27.69,0.07075904126636225
27.716,0.0726471095586371
27.742,0.07216576680326416
27.768,0.08287481393864046
27.794,0.09239915555019305
27.82,0.09932052988225758
27.846,0.11061516003369583
27.872,0.12289478820637033
27.898,0.13574307503048075
27.924,0.14819542536216868
27.95,0.1543905295987878
27.976,0.16657008916718133
28.002,0.17184112309521765
28.028,0.1786184254749735
28.054,0.1908013699162923
28.08,0.19350667016701822
28.106,0.19317573940382968
28.132,0.1901673741567987
28.158,0.18343564869203463
28.184,0.1758204713937907
28.21,0.1693629206359691
28.236,0.160343021073762
28.262,0.14428258582711506
28.288,0.1302361499709687
28.314,0.12180521829774876
28.34,0.10925151140162105
28.366,0.09609191225188013
28.392,0.08404255142160896
28.418,0.07696895379139887
28.444,0.07474587906301668
28.47,0.06771966965375954
28.496,0.061996636320708544
28.522,0.05527168060179525
28.548,0.05111245856019235
28.574,0.043625906433106106
28.6,0.034775250517159906
28.626,0.033679338472873424
28.652,0.027570429626348505
28.678,0.021363359464992446
28.704,0.019512620758383774
28.73,0.01652794962182917
28.756,0.013695597766909097
28.782,0.016509213951241997
28.808,0.016225671409006263
28.834,0.01205290987570242
28.86,0.007165940155178929
28.886,0.007464595756079596
28.912,0.008765173742842901
28.938,0.007029520715691389
28.964,0.010716434114728885
28.99,0.004709071455960312
29.016,0.001602544894098131
29.042,0.002331079356500694
29.068,0.0038178253541506827
29.094,0.0006368315879337895
29.12,-0.0014102297483371755
29.146,-0.006754157313764267
29.172,-0.004986466863321758
29.198,-0.008238542960968076
29.224,-0.003576786159469602
29.25,-0.004449296590692153
29.276,-0.0019843223176560214
29.302,0.0
29.328,0.0015486974402468443
29.354,0.0029619999634851904
29.38,0.012133431231308556
29.406,0.015794289376887424
29.432,0.023134504392171316
29.458,0.02799699242620031
29.484,0.02325321109847877
29.51,0.022747290673122145
29.536,0.014923274983458
29.562,0.007474980188492347
29.588,0.0026736560210421697
29.614,0.005586457250149278
29.64,-0.0015436594898464863
29.666,-0.0031327392512708364
29.692,-0.010550570189909613
29.718,-0.008423059479451605
29.744,-0.009707500677606905
29.77,-0.013435820127764994
29.796,-0.011734803405883652
29.822,-0.008561366961535255
29.848,-0.01085788516432883
29.874,-0.010825610794576845
29.9,-0.009672943486579783
29.926,-0.006905691793256783
29.952,-0.0094391511008151
29.978,-0.008865297063029227
30.004,-0.01094856827153447
30.03,-0.009054613792916099
30.056,-0.0083385950922713
30.082,-0.010083379008255415
30.108,-0.006977640022411218
30.134,-0.004074993412079751
30.16,-0.008622452110139085
30.186,-0.00920283973985037
30.212,-0.007552596111847201
30.238,-0.006166372572010538
30.264,-0.006550437572059583
30.29,-0.002571401371510833
30.316,0.0012959340225059683
30.342,0.002495989551455979
30.368,0.002721201677945068
30.394,0.005122887095345205
30.42,0.0
30.446,0.0052789489473585825
30.472,0.012246949484397827
30.498,0.013084945153878804
30.524,0.010582071246175917
30.55,0.009026961757532282
30.576,0.008280836898014222
30.602,0.008749881418647132
30.628,0.01013284162908718
30.654,0.012023532778309002
30.68,0.01377205926467187
30.706,0.013377961189375818
30.732,0.015329580051251415
30.758,0.016776852847270516
30.784,0.01588517845196836
30.81,0.016421920431105467
30.836,0.01877633917108125
30.862,0.02130677130316813
30.888,0.023684884153620394
