Column1,filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,Extension,from_CSD,public,DISORDER,CSD_overlap_inCCDC,date_CSD,DOI_public,Note,Matched_CSD_of_CoRE,Possible_List_CSD_of_CoRE,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,cluster_assignment
7371,PEXBIF01_freeONLY,3.97196,3.02301,3.97134,1.51778,0.0,0.0,117.622,77.4958,0.4204,0.276983,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7396,PIDNIB_freeONLY,5.00704,2.62164,5.00704,1.27902,0.0,0.0,1145.26,895.422,0.5444,0.425638,0.000469108,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7454,POBGAQ01_freeONLY,13.29282,10.46232,13.28611,0.466279,1667.35,3575.87,0.0,0.0,0.769,1.64923,0.0,Fe,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7488,POKGEC_freeONLY,4.44927,3.87743,4.27801,1.23366,300.197,243.338,241.596,195.836,0.491,0.398001,0.0,Ni,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7509,POQKAI_freeONLY,3.6073,2.68378,3.6073,2.51254,0.0,0.0,60.5773,24.11,0.4162,0.165649,0.0,In,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7527,POVZOR_freeONLY,3.64132,2.46052,3.58399,3.84071,0.0,0.0,18.089,4.70979,0.3386,0.0881608,0.0,"Cu,W,Si,Eu",Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7528,POVZUX_freeONLY,3.57053,2.53416,3.57053,3.83482,0.0,0.0,17.5701,4.58172,0.3388,0.0883483,0.0,"Cu,Si,Sm,W",Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7529,POWBEK_freeONLY,3.58887,2.50814,3.55709,3.79092,0.0,0.0,26.5954,7.01556,0.3372,0.0889494,0.0,"Cu,Si,Y,W",Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7530,POWBIO_freeONLY,3.62583,2.50665,3.62583,3.85588,0.0,0.0,26.3381,6.83062,0.3338,0.086569,0.0,"Cu,Si,Ce,W",Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7542,POYPAW_freeONLY,7.97392,4.92371,7.96142,0.954107,1622.71,1700.76,0.0,0.0,0.5818,0.609785,0.0,"Cd,Ni",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7547,PUBRUA_freeONLY,6.16264,3.76226,6.15439,1.21835,877.894,720.559,237.424,194.873,0.531,0.435835,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7549,PUBSEL_freeONLY,8.4364,4.45603,6.89767,0.864536,2247.79,2600.0,0.0,0.0,0.656,0.758788,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7550,PUBSIP_freeONLY,9.54833,4.90438,9.54833,0.98085,2206.95,2250.04,0.0,0.0,0.6636,0.676556,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7601,PUPYAA_freeONLY,3.97311,3.16979,3.8941,2.0967,0.0,0.0,499.749,238.351,0.455,0.217008,0.0,Fe,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7609,PURJES_freeONLY,6.1741,5.21501,6.1741,1.2077,1042.8,863.465,0.0,0.0,0.4978,0.41219,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7650,PUZKOM_freeONLY,5.73239,3.68789,5.71092,1.28608,1004.7,781.21,0.0,0.0,0.5098,0.396397,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7653,PUZLUS_freeONLY,15.09144,8.39804,15.08737,0.46153,2323.48,5034.3,0.0,0.0,0.8014,1.7364,0.0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7654,PUZMAZ_manual,16.4214,9.23775,16.40927,0.447552,2179.79,4870.46,0.0,0.0,0.7972,1.78124,0.0,Co,No,,manual,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7664,QADKAH_freeONLY,3.92805,3.08684,3.92805,1.76007,0.0,0.0,397.03,225.576,0.4294,0.243968,0.0,V,Yes,V,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7681,QAJJOB_freeONLY,5.03597,2.71161,4.90231,2.71763,0.0,0.0,605.216,222.7,0.4352,0.160139,0.0,In,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7680,QAJJOB01_freeONLY,4.94225,2.73189,4.94225,2.76924,0.0,0.0,576.115,208.041,0.393,0.141916,0.0,In,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7692,QALHIX_freeONLY,10.92504,5.92348,10.86207,0.747798,2155.22,2882.09,0.017464,0.0233539,0.7358,0.983956,0.0,Cd,Yes,Cd,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7694,QALWUV_freeONLY,7.07527,5.39947,6.79315,0.842522,2364.13,2806.02,0.0,0.0,0.7084,0.840809,0.0,"Sn,Fe",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7724,QATDEU_freeONLY,4.76499,2.42862,4.73142,1.11655,0.0,0.0,753.544,674.887,0.4974,0.44548,0.0,Ni,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7752,QEBKUF_SL,9.81772,5.95471,9.68668,0.686123,2457.39,3581.56,0.0,0.0,0.7136,1.04005,0.0,Zn,No,,SL,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7783,QEZZIF_freeONLY,4.67652,3.32799,4.66846,1.77196,648.098,365.751,86.4631,48.7951,0.4884,0.275627,0.0,"Cu,W",Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7784,QEZZOL_freeONLY,5.20585,3.45747,5.2049,1.75508,805.91,459.187,0.0,0.0,0.4726,0.269275,0.0,"Cu,W",Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7785,QIBTAW_charged,6.28512,4.05802,6.25084,1.12019,652.48,582.474,6.74798,6.02397,0.4704,0.41993,0.0,La,No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7787,QIDDAI02_freeONLY,5.0417,3.16561,5.0417,1.0417,0.0,0.0,1098.19,1054.23,0.5814,0.558125,0.0,Cd,Yes,Cd,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7792,QIJLAW_freeONLY,8.05446,5.26641,8.05325,0.671267,2454.25,3656.15,0.0,0.0,0.7174,1.06873,0.0,Mn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7804,QISJEJ_freeONLY,3.99458,3.16501,3.97662,1.27475,0.0,0.0,267.778,210.063,0.497,0.389881,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7807,QITDEE_freeONLY,4.86214,3.02405,4.86214,1.33739,0.0,0.0,387.596,289.815,0.464,0.346944,0.0,Cd,Yes,Cd,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7817,QIVZEC_freeONLY,5.08249,2.6083,4.77531,1.23808,0.0,0.0,716.512,578.726,0.4712,0.380588,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7833,QIYCIM_freeONLY,5.0543,2.92143,5.0543,1.14909,0.0,0.0,514.382,447.641,0.4856,0.422594,0.0,"Si,Ag",Yes,Ag,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7847,QOBWEJ_freeONLY,4.72732,2.92871,4.65247,2.00105,0.0,0.0,759.681,379.641,0.5418,0.270757,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7846,QOBWEJ01_freeONLY,4.69819,2.92267,4.42594,2.00966,0.0,0.0,737.135,366.796,0.53,0.263727,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7861,QODHUO09_freeONLY,7.01869,3.81528,6.63722,1.33794,1007.41,752.957,0.0,0.0,0.4858,0.363096,0.0,Ag,Yes,Ag,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7862,QODHUO10_freeONLY,7.01033,3.79821,6.75812,1.33845,1014.35,757.851,0.0,0.0,0.488,0.364601,0.0,Ag,Yes,Ag,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7892,QOGREK_freeONLY,3.84381,2.56601,3.84381,1.28086,0.0,0.0,133.035,103.864,0.5204,0.40629,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7904,QOMFEE_freeONLY,6.23329,4.79223,6.23329,0.956504,2173.22,2272.05,0.0,0.0,0.6332,0.661994,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7920,QOPDEE_freeONLY,5.73867,3.59336,5.72178,2.09497,1040.44,496.637,0.0,0.0,0.5118,0.244299,0.0,"Ga,Zn",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7932,QOSJIT_freeONLY,7.96028,2.79962,6.4958,1.2851,0.0,0.0,1245.6,969.264,0.556,0.432652,0.0,"Cu,Eu",Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7933,QOSJOZ_freeONLY,7.83294,2.8204,6.46525,1.29353,0.0,0.0,1245.67,962.995,0.5568,0.430448,0.0,"Cu,Gd",Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7935,QOSKAM_freeONLY,7.83734,2.80025,6.53054,1.2977,0.0,0.0,1261.49,972.098,0.5554,0.427989,0.0,"Cu,Tb",Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7982,QUFGED_freeONLY,4.96221,3.38006,4.89382,1.7169,838.197,488.204,0.0,0.0,0.4578,0.266643,0.0,"Mg,Al",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
7999,QUKQAQ_freeONLY,3.21393,2.6068,3.2058,2.09183,0.0,0.0,0.0,0.0,0.3314,0.158426,0.0,La,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8013,QUPHUF_freeONLY,5.02709,3.72665,4.99487,1.27658,629.659,493.241,0.0,0.0,0.4654,0.364569,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8043,QUSBIP_freeONLY,10.36897,6.61467,10.311,0.599408,2451.62,4090.06,0.0,0.0,0.7454,1.24356,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8054,QUSSOO_freeONLY,4.55358,3.93395,4.55358,1.62013,229.828,141.858,56.2655,34.729,0.386,0.238252,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8055,QUTDAM_freeONLY,11.17101,5.03499,11.10006,0.805942,2445.35,3034.15,0.0,0.0,0.702,0.87103,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8083,RAFRUL_charged,6.98375,3.32759,6.93282,1.63885,1001.56,611.134,0.0,0.0,0.5288,0.322665,0.0,Ag,Yes,Ag,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8146,RAXDAX_freeONLY,3.78,2.80345,3.76584,1.43873,0.0,0.0,93.6493,65.0916,0.4166,0.289561,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8209,REHJIZ_charged,4.31609,3.15092,4.31115,1.43835,0.0,0.0,444.102,308.759,0.4874,0.338862,0.0,Ag,Yes,Ag,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8216,REJLIC_freeONLY,7.01256,4.27999,7.01256,1.09096,1719.24,1575.89,0.0,0.0,0.5716,0.523941,0.0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8249,REXGAE_freeONLY,16.86752,8.38436,16.86674,0.654639,2227.03,3401.91,0.0,0.0,0.7522,1.14903,0.0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8251,REYCOP_freeONLY,3.95649,3.16913,3.84054,1.19707,0.0,0.0,293.662,245.318,0.4612,0.385274,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8253,REYMOZ_freeONLY,11.00973,5.19509,11.00973,0.953342,2188.7,2295.82,0.0,0.0,0.682,0.715378,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8267,RIBTAZ_freeONLY,7.06094,4.75825,7.04005,0.957027,2573.25,2688.79,0.0,0.0,0.6874,0.718266,0.0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8276,RIFGAQ_freeONLY,10.95882,5.02176,10.95882,0.949524,2156.12,2270.74,0.0,0.0,0.681,0.717201,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8292,RINPEJ_charged,4.78251,4.14203,4.781,1.3132,512.248,390.075,3.82003,2.90894,0.4528,0.344805,0.0,Cd,No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8332,RIZNIY01_freeONLY,4.32318,3.19333,4.32187,1.26245,0.0,0.0,752.026,595.689,0.4774,0.378154,0.0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8365,ROMQAN_freeONLY,3.90661,2.46799,3.89759,1.5875,0.0,0.0,96.6795,60.9006,0.4068,0.256252,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8470,RUGXUO_freeONLY,7.5603,5.17762,7.55823,1.1142,1759.63,1579.27,0.0,0.0,0.6178,0.554477,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8508,RURPEA_freeONLY,4.37304,3.99561,4.36427,1.79681,1037.11,577.197,0.0,0.0,0.5372,0.298975,0.0,"Pt,Fe",Yes,Pt,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8518,RUVBOB_freeONLY,6.09913,3.98908,5.99424,1.3777,1258.08,913.177,14.3931,10.4472,0.545,0.395586,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8523,RUVMUR_freeONLY,3.8115,3.49015,3.80241,1.5604,151.298,96.9616,20.4411,13.0999,0.3796,0.243272,0.0,"Co,Zn",Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8650,SEYFEI_freeONLY,3.33671,2.57972,3.28461,2.31295,0.0,0.0,0.0,0.0,0.387,0.167319,0.0,Lu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8656,SIPVOD_freeONLY,3.44932,2.4164,3.44932,2.31381,0.0,0.0,1.41004,0.6094,0.3384,0.146252,0.0,U,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8660,SIVKAK_freeONLY,4.30972,3.01652,4.30359,2.02507,0.0,0.0,86.8796,42.9019,0.387,0.191104,0.0,"Mn,Ag",Yes,Ag,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8677,SOJGOO_freeONLY,5.65562,4.66827,5.6363,1.27456,1085.85,851.94,0.0,0.0,0.502,0.393862,0.0,Ce,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8686,SOSSEA_freeONLY,4.66034,3.46037,4.63504,1.16769,974.945,834.933,0.0,0.0,0.5088,0.435731,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8742,TEDSIG_freeONLY,5.45758,3.35688,5.2645,1.15314,982.852,852.324,0.0,0.0,0.537,0.465684,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8754,TEQPAI_freeONLY,4.77654,2.81949,4.67932,1.34182,0.0,0.0,672.158,500.928,0.5098,0.379931,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8766,TETZEZ_freeONLY,10.62365,6.73057,10.03707,0.736025,1901.4,2583.34,0.0,0.0,0.6844,0.92986,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8778,TIFDOB_freeONLY,5.9292,2.69337,5.76725,1.19963,0.0,0.0,821.235,684.576,0.494,0.411795,0.0,Mn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8795,TISNEQ_freeONLY,3.60062,2.76215,3.59278,1.34609,0.0,0.0,38.828,28.8451,0.425,0.31573,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8796,TISPAO_freeONLY,11.19601,4.56022,11.19601,1.01627,1481.21,1457.5,344.513,338.997,0.6604,0.649826,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8801,TIXVON_freeONLY,4.92583,3.91911,4.92583,1.16845,728.175,623.199,0.0,0.0,0.4536,0.388208,0.0,Mg,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8819,TOVJUL_freeONLY,7.14215,5.30329,7.13909,0.870661,2064.84,2371.57,0.0,0.0,0.6562,0.75368,0.0,"Si,Fe",Yes,Fe,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8849,TUDQOZ_freeONLY,4.7672,3.81876,4.49087,1.57647,290.479,184.259,229.56,145.616,0.4148,0.263119,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8850,TUTJAU_freeONLY,6.52911,3.61426,6.52911,1.1096,1314.91,1185.03,0.0,0.0,0.541,0.487562,0.0,Mn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8862,UBUROY_freeONLY,5.63387,2.84063,5.63186,1.38123,0.0,0.0,866.772,627.538,0.5772,0.417889,0.0,"Cu,Zn",Yes,"Cu,Zn",freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8865,UCOXOZ_freeONLY,6.74707,6.10487,6.74209,1.02439,1598.25,1560.2,14.8613,14.5075,0.5836,0.569706,0.0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8904,UMUTOM_freeONLY,3.98553,2.56245,3.57461,2.29382,0.0,0.0,68.2472,29.7526,0.343,0.149532,0.0,Eu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8930,UVEVAT_freeONLY,5.06012,3.86427,5.04389,0.990442,2050.94,2070.73,0.0,0.0,0.6266,0.632647,0.0,Mn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
8984,VARJEF_freeONLY,7.50874,4.26843,7.47113,0.807576,2145.36,2656.54,0.0,0.0,0.6264,0.775655,0.0,Fe,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9007,VEHJOJ_freeONLY,11.20786,6.85678,10.3615,0.766619,2407.09,3139.87,0.0,0.0,0.7612,0.992931,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9008,VEHJUP_freeONLY,11.22906,6.83408,11.22906,0.761888,2384.3,3129.46,0.0,0.0,0.766,1.0054,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9014,VEJHEZ_freeONLY,15.05768,6.22214,9.48846,0.685711,2179.67,3178.7,0.0,0.0,0.7706,1.1238,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9017,VEJYUF01_freeONLY,5.23877,2.60028,5.22732,1.21219,0.0,0.0,722.216,595.795,0.5648,0.465934,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9018,VEJYUF02_freeONLY,5.13877,2.49006,5.12756,1.24643,0.0,0.0,694.32,557.048,0.5796,0.465009,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9027,VETVAS_manual,5.94508,3.03911,5.91086,1.24476,0.0,0.0,1139.41,915.362,0.5096,0.409395,0.0,Nd,Yes,Nd,manual,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9043,VIPXUO_freeONLY,3.8675,2.66862,3.86227,1.30229,0.0,0.0,211.453,162.371,0.4514,0.346621,0.0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9047,VISTOG_freeONLY,4.99734,2.98288,4.99734,1.87105,0.0,0.0,1016.52,543.287,0.591,0.315866,0.0,Cd,Yes,Cd,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9065,VOCPEK_freeONLY,4.62063,3.5641,4.61051,1.96241,341.977,174.264,0.360619,0.183763,0.4222,0.215144,0.0,"Zn,Eu",Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9092,WAHREE_freeONLY,4.96921,2.85009,4.89676,1.60709,0.0,0.0,182.972,113.853,0.387,0.240807,0.0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9125,WEBKOD_freeONLY,6.32569,4.65654,6.25729,1.32975,1291.54,971.261,0.0,0.0,0.5626,0.423087,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9138,WEHHEY_freeONLY,8.0202,5.18453,8.0202,0.957982,2018.17,2106.69,0.0,0.0,0.643,0.671203,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9143,WEHJEA_freeONLY,10.28138,5.669,10.2627,0.81074,2324.95,2867.69,0.0,0.0,0.71,0.875743,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9145,WEHJOK_freeONLY,11.60423,5.13581,9.07877,0.842594,2165.67,2570.24,0.0,0.0,0.7048,0.836465,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9146,WEHJUQ_freeONLY,10.7944,4.99006,10.5525,0.753549,2623.4,3481.39,0.0,0.0,0.7356,0.976181,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9174,WEVZUT_freeONLY,5.27812,2.4027,5.27812,1.63067,0.0,0.0,537.221,329.449,0.4458,0.273385,0.0,La,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9212,WOHDON_freeONLY,3.1763,2.89777,3.16938,2.14228,0.0,0.0,0.0,0.0,0.417,0.194652,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9253,XADDOX_freeONLY,4.80218,3.30043,4.62999,1.29147,0.0,0.0,1279.76,990.935,0.5432,0.420606,0.0,Co,Yes,Co,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9255,XADFAL_freeONLY,4.26653,2.96961,4.26653,1.38794,0.0,0.0,768.428,553.646,0.5184,0.373503,0.0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9256,XADFEP_freeONLY,4.08745,2.62419,4.08745,1.51041,0.0,0.0,361.222,239.155,0.4312,0.285486,0.0,Ni,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9275,XAKQOR_freeONLY,6.07415,4.27878,5.44099,0.965162,1660.14,1720.06,0.0,0.0,0.5906,0.611918,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9314,XAZGEK_freeONLY,4.09808,2.84576,3.99125,1.96655,0.0,0.0,300.86,152.989,0.4656,0.23676,0.0,Ag,Yes,Ag,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9319,XEDPIH_freeONLY,4.84924,3.94171,4.80226,1.78705,773.954,433.09,0.0,0.0,0.5042,0.282141,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9321,XEGJIE_freeONLY,5.56998,4.32331,5.39001,1.35449,1079.63,797.076,0.0,0.0,0.494,0.364714,0.0,Gd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9326,XEGKIF_freeONLY,5.20553,3.75045,4.81759,1.4353,831.94,579.626,0.0,0.0,0.4656,0.324391,0.0,Gd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9328,XEGKUR_freeONLY,6.57736,4.82551,6.55934,1.22536,1411.2,1151.66,0.0,0.0,0.5528,0.451132,0.0,Gd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9334,XEJTIR_freeONLY,4.61538,2.90436,4.5627,1.20458,0.0,0.0,422.489,350.737,0.474,0.3935,0.0,"Cu,Al",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9362,XICNOO02_freeONLY,17.04008,6.72401,17.03788,0.987803,1910.56,1934.15,0.0,0.0,0.715,0.723828,0.00020247,Zr,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9374,XIHSEN01_freeONLY,4.87319,3.42635,4.74933,1.27833,622.325,486.826,0.0,0.0,0.4716,0.368918,0.0,Co,Yes,Co,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9389,XOGXAU_freeONLY,5.74983,3.73553,5.74983,1.25722,1149.84,914.585,0.0,0.0,0.5114,0.40677,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9439,XUZDUS_freeONLY,4.25337,2.99465,4.24801,1.81943,0.0,0.0,161.833,88.947,0.462,0.253925,0.0,Ag,Yes,Ag,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9461,YAWFEI_charged,4.87237,4.21817,4.85139,1.59832,794.764,497.251,0.0,0.0,0.4888,0.305822,0.0,Cd,Yes,Cd,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9511,YIWMEW_freeONLY,5.71951,3.80264,5.71876,1.30733,2035.3,1556.84,0.0,0.0,0.6656,0.509129,0.0,Cd,Yes,Cd,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9522,YOCLEJ_freeONLY,11.09079,5.20125,11.09079,0.951888,2186.58,2297.09,0.0,0.0,0.6818,0.71626,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9523,YOCLIN_freeONLY,11.10298,5.24332,11.10298,0.945943,2200.36,2326.1,0.0,0.0,0.6832,0.722242,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9527,YONNAR_freeONLY,10.50793,4.01081,10.4056,0.912576,1606.32,1760.2,0.0,0.0,0.6508,0.713146,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
9539,YUJNIB_freeONLY,3.94507,2.59839,3.90946,2.05273,0.0,0.0,78.2068,38.0989,0.3626,0.176643,0.0,Sr,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
