Column1,filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,Extension,from_CSD,public,DISORDER,CSD_overlap_inCCDC,date_CSD,DOI_public,Note,Matched_CSD_of_CoRE,Possible_List_CSD_of_CoRE,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,cluster_assignment
3429,HANKOY_freeONLY,11.28133,5.84561,11.28091,1.03455,2111.66,2041.15,149.254,144.27,0.6852,0.66232,0.0,"In,Ni",Yes,Ni,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3430,HANKUE_freeONLY,11.04769,5.66619,11.04769,1.09763,2192.86,1997.81,18.8489,17.1724,0.6828,0.622067,0.0,"Cd,In",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3465,HAWREE_freeONLY,5.95677,4.26157,5.93982,1.29463,1394.9,1077.46,0.0,0.0,0.5154,0.398107,0.0,Mn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3480,HAWZIQ_freeONLY,4.23833,2.45964,4.23198,2.02139,0.0,0.0,240.109,118.784,0.3996,0.197686,0.0,"Mo,La",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3498,HEBJAB_freeONLY,4.43731,3.80271,4.35202,1.28763,377.009,292.794,0.0,0.0,0.4268,0.331463,0.0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3592,HILJUJ_freeONLY,3.72219,3.55991,3.72219,2.26282,163.672,72.331,0.0,0.0,0.2902,0.128247,0.0,Ce,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3593,HIMSAY_freeONLY,5.16871,3.64786,5.16485,0.985668,753.397,764.352,500.835,508.117,0.5382,0.546026,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3615,HIWLOQ_freeONLY,5.62306,3.85048,5.61686,1.5787,1548.3,980.742,0.0,0.0,0.6176,0.391207,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3635,HODWUS_freeONLY,5.21835,2.57022,5.21835,1.43695,0.0,0.0,642.056,446.819,0.5376,0.374126,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3637,HOFMAS_freeONLY,3.80524,2.41599,3.80524,1.36814,0.0,0.0,153.204,111.98,0.4318,0.315612,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3653,HOJJUN_freeONLY,10.20501,4.32102,10.20501,1.07008,1864.88,1742.75,0.0,0.0,0.6276,0.586499,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3655,HOJLID_freeONLY,8.3495,5.13588,8.1646,0.608298,3093.18,5084.98,0.0,0.0,0.7326,1.20434,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3707,HOWSET_freeONLY,6.0416,2.96978,5.94105,1.29333,0.0,0.0,1083.6,837.833,0.5408,0.418145,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3708,HOWSIX_freeONLY,5.99634,2.78786,5.87847,1.28722,0.0,0.0,1109.56,861.976,0.5476,0.425411,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3728,HUCBEN_manual,5.37435,4.22886,5.37435,1.12816,1186.89,1052.06,0.0,0.0,0.5522,0.48947,0.0,In,No,,manual,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3729,HUCFAO_freeONLY,5.18257,3.1685,4.9152,1.24354,0.0,0.0,1008.37,810.885,0.5162,0.415105,0.0,Mn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3744,HUFJID_freeONLY,4.84311,2.46807,4.79744,1.42294,0.0,0.0,516.747,363.156,0.5008,0.351948,0.0,Ag,Yes,Ag,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3756,HUKQUZ_charged,4.78458,2.69621,4.78458,1.38183,0.0,0.0,78.1589,56.5619,0.4042,0.292511,0.0,Cd,No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3762,HUMQUC_charged,3.39408,3.00183,3.37952,2.42244,0.0,0.0,3.22569,1.33158,0.3162,0.130529,0.0,"Bi,Pr",Yes,Bi,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3766,HUNBIB_freeONLY,3.98295,2.82605,3.98295,2.39967,0.0,0.0,357.792,149.101,0.4192,0.174691,0.0,"Fe,As",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3800,HUXDOT_freeONLY,4.56892,2.97523,4.55488,1.62038,0.0,0.0,455.535,281.129,0.514,0.31721,0.0,Ag,Yes,Ag,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3818,HUZKUJ_freeONLY,4.64239,2.96796,4.64033,2.25976,0.0,0.0,669.418,296.234,0.4562,0.20188,0.0,In,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3833,IBABOF_freeONLY,5.93645,4.5492,5.93645,1.10165,1649.71,1497.5,0.0,0.0,0.558,0.506515,0.0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3835,IBACAS_freeONLY,6.00206,4.65234,5.82846,1.09941,1650.0,1500.81,0.0,0.0,0.5576,0.507182,0.0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
10126,ic200054b_si_002_freeONLY,7.46774,3.60854,7.46774,1.4629,1076.81,736.077,203.521,139.122,0.5642,0.385672,0.0,Zn,No,,freeONLY,N,Y,,Y,23/08/2011,10.1021/ic200054b,"1 SI, 1 Structure",UXELIT,,,,,,,,,,,,,,,,4
10132,ic300665a_si_002_freeONLY,5.96023,5.2147,5.95252,1.1024,1229.02,1114.86,0.0,0.0,0.5474,0.496555,0.0,Cd,No,,freeONLY,N,Y,,Y,08/12/2011,10.1021/ic300665a,"1 SI, 1 Structure",YEGFIB,,,,,,,,,,,,,,,,4
10152,ic402692p_si_005_freeONLY,8.36657,7.12488,8.36657,1.11801,1864.58,1667.76,0.0,0.0,0.6358,0.568687,0.0,Zn,No,,freeONLY,N,Y,,Y,07/02/2014,10.1021/ic402692p,"1 SI, 1 Structure",NIWYAV,,,,,,,,,,,,,,,,4
10198,ic5b00194_si_002_freeONLY,8.11591,5.00156,8.03592,0.866646,2516.56,2903.79,0.0,0.0,0.6816,0.786481,0.0,Cu,Yes,Cu,freeONLY,N,Y,,Y,29/09/2014,10.1021/acs.inorgchem.5b00194,"1 SI, 1 Structure",DORNAB,,,,,,,,,,,,,,,,4
10202,ic5b00592_si_002_freeONLY,5.92157,4.86886,5.92157,1.05871,908.139,857.781,0.0,0.0,0.4982,0.470574,0.0,Ni,No,,freeONLY,N,Y,,Y,09/07/2015,10.1021/acs.inorgchem.5b00592,"1 SI, 1 Structure",CUGDIT,,,,,,,,,,,,,,,,4
10205,ic7014034-file001_freeONLY,6.72718,4.71693,5.67099,0.945137,1965.67,2079.78,0.0,0.0,0.6212,0.657259,0.0,Zn,Yes,Zn,freeONLY,N,Y,,Y,01/06/2007,10.1021/ic7014034,"1 SI, 1 Structure",GIQWEJ,,,,,,,,,,,,,,,,4
3884,ICAREL_freeONLY,13.68786,7.88099,13.68786,0.62271,2092.64,3360.54,0.0,0.0,0.7306,1.17326,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3956,IGAGAA_freeONLY,5.62962,3.64698,5.5327,1.54258,1213.32,786.553,0.0,0.0,0.5102,0.330744,0.0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
3996,IJAPOA_freeONLY,9.43671,4.56274,9.43671,0.868631,2377.8,2737.41,0.0,0.0,0.6776,0.780079,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4013,IJODES_freeONLY,4.9358,3.10102,4.89748,1.44251,0.0,0.0,573.112,397.301,0.4568,0.316669,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4023,IKETIB_freeONLY,10.99021,5.21188,10.99021,0.943799,2252.39,2386.52,0.0,0.0,0.6858,0.726637,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4025,IKETOH_manual,13.20001,6.4144,13.20001,0.879595,2120.61,2410.89,0.0,0.0,0.713,0.810601,0.0,Cu,Yes,Cu,manual,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4027,IKETUN_freeONLY,10.9795,5.1574,10.9519,0.938994,2236.61,2381.92,0.0,0.0,0.6868,0.731421,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4047,ILAGUY_charged,4.63061,3.51764,4.63061,1.4904,238.135,159.779,0.0,0.0,0.3824,0.256575,0.0,Cd,No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4052,ILEHUD_freeONLY,5.02137,3.75623,4.99615,1.79998,1015.1,563.953,0.0,0.0,0.5264,0.292448,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4053,ILENOC_freeONLY,4.95574,3.01052,4.94419,2.35389,0.0,0.0,707.639,300.625,0.4782,0.203153,0.0,In,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4115,INEXOQ_freeONLY,4.15034,2.6494,4.11278,1.47795,0.0,0.0,248.668,168.252,0.3982,0.269428,0.0,Mn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4131,INURIS_freeONLY,5.07769,3.09799,4.57779,1.27509,0.0,0.0,768.669,602.833,0.4786,0.375345,0.0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4135,IPICUG_charged,5.44463,3.47968,4.68801,1.44695,414.396,286.392,252.926,174.799,0.46,0.31791,0.0,Cu,Yes,Cu,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4148,IQEKOG_freeONLY,5.37251,3.39751,5.36615,1.2399,910.976,734.715,0.0239084,0.0192825,0.5242,0.422775,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4162,IQUQES_freeONLY,2.95264,2.60666,2.95264,1.60183,0.0,0.0,0.0,0.0,0.333,0.207887,0.0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4179,ISAYOQ_charged,4.756,2.6132,4.75386,1.52346,0.0,0.0,232.583,152.668,0.4678,0.307064,0.0,Cu,Yes,Cu,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4181,ISENUQ_freeONLY,5.57303,3.89596,5.50612,1.42252,761.627,535.408,0.0,0.0,0.4374,0.307483,0.0,"Dy,Ni",Yes,Ni,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4185,ISIMUT_freeONLY,3.68458,2.4703,3.67738,1.44668,0.0,0.0,93.0001,64.2851,0.3916,0.270688,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4202,ITAPIC_freeONLY,5.53493,4.56275,5.50447,0.932577,3320.52,3560.59,0.0,0.0,0.7606,0.815589,0.0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4251,IWEVAJ_freeONLY,13.43888,6.0204,13.41542,0.697551,2499.66,3583.48,0.0,0.0,0.7488,1.07347,0.0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4269,IXAZEO_freeONLY,4.95392,4.38313,4.95392,1.6156,972.528,601.962,0.0,0.0,0.428,0.264917,0.0,"K,La",Yes,K,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4273,IXEDUK_charged,8.83948,6.75629,8.83948,0.939688,1825.79,1942.98,0.0,0.0,0.6374,0.67831,0.0,Yb,No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4274,IXEFAS_charged,7.1377,4.17724,7.09066,1.24632,1150.23,922.898,0.0,0.0,0.5346,0.428942,0.0,Eu,No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4308,IYAFIX_freeONLY,3.82048,2.6862,3.81815,2.2554,0.0,0.0,146.566,64.9841,0.4146,0.183825,0.0,"Bi,Nd",Yes,Bi,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4321,IYEQUA_freeONLY,4.07083,3.14703,4.06592,1.31059,0.0,0.0,276.61,211.058,0.4676,0.356786,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4348,IYUHIU_ion_b,5.10381,2.43991,4.64354,1.36105,0.0,0.0,372.736,273.86,0.4658,0.342237,0.0,In,No,,ion_b,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4370,IZEQUB_freeONLY,5.88008,4.16143,5.87177,0.943821,1823.86,1932.43,0.9049,0.958763,0.613,0.649488,0.0,Ni,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
10280,j.jssc.2015.05.012_mmc6_freeONLY,5.19284,3.47327,4.97212,1.20933,1025.73,848.182,0.0,0.0,0.5394,0.446031,0.0,Cd,Yes,Cd,freeONLY,N,Y,,Y,30/04/2015,10.1016/j.jssc.2015.05.012,"1 SI, 1 Structure",WUJRUQ,,,,,,,,,,,,,,,,4
10312,ja073612tsi20070723_060520_freeONLY,5.85008,3.03352,5.73386,1.20892,0.0,0.0,1478.57,1223.04,0.6042,0.499784,0.0,"Mo,Mn",Yes,Mn,freeONLY,N,Y,,Y,10/01/2008,10.1021/ja073612t,"1 SI, 1 Structure",VIWRID,,,,,,,,,,,,,,,,4
10313,ja073612tsi20070723_060623_freeONLY,5.95276,3.14545,5.75208,1.20748,0.0,0.0,1499.48,1241.83,0.594,0.491935,0.0,"Mo,Mn",Yes,Mn,freeONLY,N,Y,,Y,10/01/2008,10.1021/ja073612t,"1 SI, 1 Structure",VITFEK,,,,,,,,,,,,,,,,4
10378,ja501810r_si_002_freeONLY,11.13158,5.30571,11.10782,0.809371,2694.91,3329.63,0.0,0.0,0.7088,0.875741,0.0,Cu,No,,freeONLY,N,Y,,Y,14/05/2014,10.1021/ja501810r,"1 SI, 1 Structure",RIYPAS,,,,,,,,,,,,,,,,4
10391,ja5109535_si_002_freeONLY,17.4505,7.65306,17.4505,0.65071,2199.17,3379.65,0.0,0.0,0.7686,1.18117,0.0,Co,No,,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,,,4
10398,ja512437u_si_002_freeONLY,5.40502,4.48404,5.38552,1.21326,1196.75,986.399,0.0,0.0,0.5012,0.413103,0.0,Mn,No,,freeONLY,N,Y,,Y,11/03/2015,10.1021/ja512437u,"1 SI, 1 Structure",ROYMEZ,,,,,,,,,,,,,,,,4
10399,ja512437u_si_003_freeONLY,5.66684,4.44895,5.66684,1.22672,1212.53,988.433,0.0,0.0,0.5032,0.410199,0.0,Co,No,,freeONLY,N,Y,,Y,11/03/2015,10.1021/ja512437u,"1 SI, 1 Structure",ROYMID,,,,,,,,,,,,,,,,4
10401,ja512762r_si_002_auto,13.2428,11.09142,13.2428,0.709182,2154.21,3037.6,0.0,0.0,0.7414,1.04543,0.0,Zr,No,,auto,N,Y,,Y,30/11/2014,10.1021/ja512762r,"1 SI, 1 Structure",RUBLAD,,,,,,,,,,,,,,,,4
10408,ja5b00365_si_002_freeONLY,21.77625,7.63115,21.77625,0.452533,2037.74,4502.96,0.0,0.0,0.826,1.82528,0.0,Zn,No,,freeONLY,N,Y,,Y,20/05/2015,10.1021/jacs.5b00365,"1 SI, 6 Structure",YUKMOI,YUKMOI,YUKMUO,YUKBIR,YUKBOX,YUKBUD,YUKCAK,,,,,,,,,,4
10418,ja5b02777_si_006_freeONLY,3.70012,2.88428,3.69529,1.48055,0.0,0.0,189.684,128.118,0.4896,0.330689,0.0,"Li,Zr",Yes,Li,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,,,4
10430,ja809985t_si_002_freeONLY,22.77836,8.92569,22.41884,0.406231,1793.65,4415.34,0.0,0.0,0.8602,2.11751,0.0,Zn,No,,freeONLY,N,Y,,Y,	23/03/2009,10.1021/ja809985t,"1 SI, 1 Structure",XUGSUO,,,,,,,,,,,,,,,,4
10431,ja903726m_si_002_freeONLY,12.23391,4.61798,12.23391,0.724374,2177.82,3006.49,0.0,0.0,0.6942,0.958345,0.0,Si,No,,freeONLY,N,Y,,Y,14/10/2009,10.1021/ja903726m,"1 SI, 1 Structure",RUPRUQ,,,,,,,,,,,,,,,,4
10462,jacs.6b06759_ja6b06759_si_002_freeONLY,14.81093,8.19624,14.81093,0.576281,2199.59,3816.87,0.0,0.0,0.7704,1.33685,0.000347053,Zr,No,,freeONLY,N,Y,,Y,29/09/2016,10.1021/jacs.6b06759,"1 SI, 1 Structure",EWEDOB,,,,,,,,,,,,,,,,4
10464,jacs.6b06759_ja6b06759_si_004_freeONLY,15.4905,7.85668,15.48477,0.558595,2165.23,3876.2,0.0,0.0,0.7746,1.38669,0.000358041,Zr,No,,freeONLY,N,Y,,Y,29/09/2016,10.1021/jacs.6b06759,"1 SI, 1 Structure",EWEDUH,,,,,,,,,,,,,,,,4
10473,jacs.6b09113_ja6b09113_si_002_freeONLY,13.34579,10.87476,13.34579,0.603391,1899.07,3147.33,0.0,0.0,0.763,1.26452,0.00033146,Zr,No,,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,,,4
4403,JAJZAY_freeONLY,9.05175,4.12596,9.05175,1.05344,1919.47,1822.1,0.0,0.0,0.6168,0.585511,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4410,JALLEQ_freeONLY,16.82492,7.8738,16.82492,1.06811,2009.52,1881.37,0.0,0.0,0.7248,0.67858,0.000187246,Ce,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4443,JESDIV_freeONLY,4.38293,2.57447,4.3777,2.07596,0.0,0.0,416.515,200.637,0.4572,0.220235,0.0,Ga,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4540,JOQZUM_freeONLY,3.86823,2.86578,3.86823,1.5425,0.0,0.0,258.292,167.45,0.4702,0.304829,0.0,"Mo,Mn",Yes,Mn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4541,JORBAV_freeONLY,4.13293,3.16507,4.10577,1.84795,0.0,0.0,444.907,240.757,0.4864,0.26321,0.0,"Mn,W",Yes,Mn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4546,JORRAL_freeONLY,5.99468,4.37137,5.98438,1.13754,266.631,234.392,721.702,634.439,0.5032,0.442357,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
10482,jp2064408_si_002_freeONLY,11.20366,5.17561,11.20366,0.945749,2174.96,2299.73,0.0,0.0,0.6902,0.729792,0.0,Zn,Yes,Zn,freeONLY,N,Y,,Y,	21/11/2011,10.1021/jp2064408,"1 SI, 1 Structure",HANHAH,,,,,,,,,,,,,,,,4
4571,JUBXIP_freeONLY,6.30932,2.42802,5.99319,2.19246,0.0,0.0,513.935,234.41,0.4336,0.197768,0.0,"Fe,Ba",Yes,Ba,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4639,KAGVUL_freeONLY,5.07203,3.58895,5.07203,3.59486,697.859,194.127,0.0,0.0,0.4346,0.120895,0.0,U,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4694,KASRED_freeONLY,5.63358,3.74786,5.61451,1.06807,1415.37,1325.17,0.0,0.0,0.5754,0.538731,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4726,KECRAL_freeONLY,6.62974,5.43517,6.34517,1.11293,2494.36,2241.26,0.0,0.0,0.7284,0.65449,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4725,KECRAL12_freeONLY,6.32206,5.32536,6.24464,1.11771,2477.26,2216.37,0.0,0.0,0.732,0.65491,0.0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4762,KEHFUA_freeONLY,4.92862,3.41735,4.92541,1.16182,442.596,380.951,319.971,275.406,0.5238,0.450845,0.0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4765,KEHGIP_freeONLY,4.44178,3.56553,4.37052,1.11148,1159.64,1043.33,0.0,0.0,0.5338,0.480259,0.0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4776,KESBIU_charged,5.75057,4.00781,5.59048,1.13972,1487.51,1305.15,0.499128,0.437939,0.5544,0.486435,0.0,"Co,Ag",Yes,Ag,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4811,KIDXUR_freeONLY,4.23852,2.6256,4.23852,1.42879,0.0,0.0,503.228,352.205,0.489,0.342248,0.0,"Zn,Na",Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4822,KIKDIT_freeONLY,5.07008,3.27077,4.57242,1.13676,0.0,0.0,559.504,492.193,0.5196,0.45709,0.0,Cd,Yes,Cd,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4873,KIYJAF_freeONLY,3.91231,2.69483,3.9089,1.4593,0.0,0.0,46.6889,31.994,0.3744,0.256561,0.0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4878,KIYQOA_freeONLY,4.76031,3.94678,4.76031,1.3892,1043.7,751.292,0.0,0.0,0.5312,0.382377,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4898,KOGJOG_freeONLY,4.20289,2.70014,3.98808,2.10026,0.0,0.0,230.354,109.679,0.4382,0.208641,0.0,Gd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4913,KOKDEU_freeONLY,4.24386,2.61295,4.22346,1.55501,0.0,0.0,115.696,74.4025,0.4252,0.273439,0.0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4918,KOLYUH_freeONLY,6.17756,3.26086,6.15317,1.05174,0.0,0.0,810.861,770.972,0.5214,0.49575,0.0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4920,KOMDAT_freeONLY,8.28379,7.41139,8.23195,0.998413,1202.66,1204.57,0.0,0.0,0.5776,0.578518,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4974,KOXGAH_freeONLY,5.583,3.66466,5.55273,1.2752,1155.67,906.265,0.0,0.0,0.5562,0.436166,0.0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4977,KOZNEU_freeONLY,6.23615,4.7768,6.23615,1.17797,1865.2,1583.39,0.0,0.0,0.6078,0.51597,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4982,KUBQAA_charged,7.40919,4.50215,7.40919,1.01071,1241.42,1228.26,0.0,0.0,0.5426,0.536848,0.0,Cu,No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4991,KUDYUE_freeONLY,4.19276,2.45528,4.19194,1.83138,0.0,0.0,515.042,281.231,0.5498,0.30021,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
4994,KUFVAK_freeONLY,5.03968,2.59918,4.8452,1.17075,0.0,0.0,854.216,729.632,0.5172,0.441768,0.0,Mn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5010,KUKZOH_freeONLY,7.44729,4.94429,7.44729,0.906509,2166.29,2389.7,58.5489,64.5872,0.6514,0.718581,0.0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5017,KUMBOL_freeONLY,4.47768,2.59849,4.47768,1.68551,0.0,0.0,259.12,153.734,0.3906,0.23174,0.0,Gd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5018,KUMBUR_freeONLY,4.48795,2.5884,4.48059,1.68967,0.0,0.0,254.383,150.552,0.3854,0.228092,0.0,Tb,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5024,KUMJIN_freeONLY,4.49028,2.59719,4.40464,1.66957,0.0,0.0,254.23,152.272,0.386,0.231197,0.0,Eu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
10491,la4012839_si_002_auto,13.36908,6.74856,13.36908,0.867921,2110.92,2432.16,0.0,0.0,0.7182,0.827495,0.0,Zn,Yes,Zn,auto,N,Y,,N,,,,,,,,,,,,,,,,,,,,4
5084,LABNEK_freeONLY,5.33184,2.46119,5.19555,2.86252,0.0,0.0,403.335,140.902,0.4126,0.144139,0.0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5099,LACBID_freeONLY,8.47558,6.16125,8.46987,0.859641,2041.95,2375.35,0.0,0.0,0.6758,0.786142,0.0,Co,Yes,Co,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5117,LADQEP_freeONLY,6.25475,4.14489,6.12018,1.28372,534.484,416.356,219.11,170.684,0.4974,0.387468,0.0,Eu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5118,LADQIT_freeONLY,6.36008,3.89225,6.36008,1.28914,532.283,412.899,215.467,167.14,0.501,0.388632,0.0,Gd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5119,LADQOZ_freeONLY,6.29982,4.07488,6.28115,1.28016,519.881,406.106,210.015,164.053,0.4978,0.388857,0.0,Sm,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5120,LADQUF_freeONLY,6.1979,4.38036,6.10067,1.30261,532.011,408.42,220.152,169.009,0.4944,0.379547,0.0,Tb,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5170,LAMHAI_freeONLY,5.00396,3.88434,5.00066,1.56799,698.006,445.161,0.0,0.0,0.506,0.322707,0.0,"Cd,Ni",Yes,Ni,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5246,LAXCUK_freeONLY,8.00422,4.96145,7.8976,0.882932,1787.28,2024.26,0.0131946,0.0149441,0.6282,0.711493,0.0,"Cu,Zn",Yes,"Cu,Zn",freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5252,LAZHUR_freeONLY,4.17585,2.56022,4.17135,1.32385,0.0,0.0,407.405,307.742,0.4276,0.322997,0.0,Co,Yes,Co,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5253,LAZJAZ_SL,5.50863,3.38524,5.50863,1.27617,503.423,394.478,0.0,0.0,0.464,0.363587,0.0,Zn,Yes,Zn,SL,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
5259,LAZXOB_freeONLY,9.08174,6.13949,9.08174,1.10817,1463.97,1321.06,0.0,0.0,0.5934,0.535476,0.0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,,,4
